birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
9/12/82,Female,2,Healthcare Representative,Research & Development,highschool graduated,Life Sciences,10,10,6,7,4014,1,40,very high,Yes,outstanding,low,very high,1,Married,21,outstanding,rarely,No
12/11/82,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,5,5,2,0,4601,0,40,high,No,execellent,low,high,1,Married,18,good,rarely,No
8/1/82,Male,1,Laboratory Technician,Research & Development,master,Other,5,4,2,2,3743,1,40,high,Yes,outstanding,low,medium,1,Divorced,14,outstanding,rarely,Yes
4/6/82,Female,3,Healthcare Representative,Research & Development,master,Medical,16,16,10,1,10388,1,40,high,Yes,execellent,low,high,1,Divorced,25,execellent,rarely,No
12/11/82,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Other,3,3,2,2,3917,1,40,medium,No,outstanding,low,very high,1,Divorced,10,average,frequently,No
7/4/82,Male,2,System Engineer,Engineer,college,Technical Degree,5,5,2,2,4968,1,40,very high,No,execellent,high,very high,1,Divorced,11,outstanding,rarely,No
12/8/82,Male,1,Human Resources,Staff,master,Technical Degree,6,5,4,4,4323,0,40,high,No,execellent,low,high,1,Single,8,good,rarely,No
11/9/82,Male,1,Laboratory Technician,Research & Development,master,Other,2,2,2,2,2376,1,40,very high,No,execellent,high,very high,1,Married,4,good,rarely,No
6/30/82,Male,2,Research Scientist,Research & Development,master,Life Sciences,9,9,6,1,4249,0,40,high,Yes,execellent,high,high,1,Single,4,good,rarely,No
2/9/82,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,1,1,0,0,2404,1,40,very high,No,execellent,low,high,1,Married,7,average,rarely,No
4/11/82,Female,3,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,11,11,8,3,8606,0,40,very high,No,execellent,low,medium,1,Single,16,outstanding,rarely,No
2/15/82,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,3,3,0,2,2450,0,40,very high,No,execellent,low,low,1,Single,1,good,rarely,No
1/26/82,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,2074,1,40,low,Yes,execellent,low,low,1,Divorced,2,outstanding,rarely,Yes
1/19/82,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,10,10,9,8,3407,2,40,medium,No,execellent,low,high,1,Married,28,outstanding,rarely,No
9/17/82,Male,1,Laboratory Technician,Research & Development,college,Life Sciences,1,1,0,1,2690,1,40,high,No,execellent,low,very high,1,Married,7,outstanding,frequently,No
7/13/82,Male,2,Research Scientist,Research & Development,doctor,Life Sciences,16,16,15,10,5208,0,40,medium,No,execellent,low,low,1,Married,18,outstanding,rarely,No
11/21/82,Female,2,Healthcare Representative,Research & Development,master,Life Sciences,15,14,11,9,4148,1,40,high,No,execellent,none,high,1,Married,8,outstanding,frequently,No
6/28/82,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,7,5813,0,40,high,Yes,execellent,low,very high,1,Single,27,outstanding,rarely,Yes
3/26/82,Female,2,System Engineer,Engineer,master,Technical Degree,10,10,8,9,5204,0,40,high,Yes,execellent,low,very high,1,Married,7,outstanding,rarely,No
12/13/82,Male,2,Research Scientist,Research & Development,master,Medical,10,10,7,8,5098,0,40,medium,No,execellent,low,high,1,Single,9,good,frequently,No
10/23/82,Female,3,Human Resources,Staff,master,Life Sciences,9,9,0,7,8837,0,40,high,Yes,execellent,low,very high,1,Single,26,execellent,rarely,No
2/8/82,Male,2,Healthcare Representative,Research & Development,master,Life Sciences,10,10,2,2,5689,2,40,high,Yes,execellent,high,high,1,Married,18,outstanding,rarely,No
3/25/82,Female,1,Research Scientist,Research & Development,master,Life Sciences,4,4,3,1,2977,1,40,high,No,execellent,low,very high,1,Married,1,outstanding,frequently,No
8/9/81,Female,3,Healthcare Representative,Research & Development,bachelor/engineer,Technical Degree,17,17,14,8,10096,3,40,high,No,execellent,low,high,1,Divorced,8,good,rarely,No
5/25/81,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,6,6,5,3,6499,0,40,medium,No,execellent,high,medium,1,Single,11,execellent,rarely,No
6/13/81,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,8,8,1,7,2153,0,40,medium,No,execellent,high,very high,1,Single,18,average,rarely,No
10/24/81,Male,3,System Engineer,Engineer,college,Technical Degree,10,10,9,0,7596,2,40,medium,No,execellent,low,high,1,Married,2,good,rarely,No
9/13/81,Male,3,System Engineer,Engineer,master,Technical Degree,10,10,3,7,9980,0,40,medium,No,execellent,none,very high,1,Single,10,outstanding,rarely,No
8/17/81,Male,3,System Engineer,Engineer,master,Technical Degree,10,10,7,9,7587,0,40,low,No,execellent,none,low,1,Single,8,good,none,No
8/26/81,Male,2,System Engineer,Engineer,college,Technical Degree,18,18,14,11,6201,1,40,medium,Yes,execellent,low,very high,1,Married,1,outstanding,none,No
3/17/81,Male,3,System Engineer,Engineer,highschool graduated,Technical Degree,16,16,7,7,10325,1,40,high,Yes,execellent,low,very high,1,Married,3,average,frequently,Yes
4/26/81,Female,1,Laboratory Technician,Research & Development,master,Life Sciences,18,17,13,14,2743,0,40,high,No,execellent,low,low,1,Single,16,execellent,none,Yes
11/26/81,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,7,7,7,7,2741,1,40,high,No,execellent,low,high,1,Divorced,6,execellent,frequently,No
1/13/81,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,12,11,10,7,3692,0,40,high,No,execellent,high,medium,1,Married,3,execellent,rarely,No
1/5/81,Male,2,Laboratory Technician,Research & Development,master,Life Sciences,10,10,4,8,5810,0,40,low,No,execellent,low,very high,1,Single,4,execellent,rarely,No
10/7/81,Female,2,System Engineer,Engineer,master,Technical Degree,10,10,9,7,5673,1,40,medium,Yes,execellent,low,high,1,Married,10,average,frequently,No
10/4/81,Male,2,Human Resources,Staff,highschool graduated,Human Resources,10,10,1,8,3886,0,40,medium,No,outstanding,high,very high,1,Single,2,outstanding,rarely,No
11/30/81,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,5,5,4,2,2810,0,40,low,No,outstanding,none,medium,1,Married,9,good,rarely,No
12/15/81,Male,2,System Engineer,Engineer,master,Technical Degree,15,15,12,11,5406,1,40,very high,No,outstanding,none,very high,1,Divorced,15,average,frequently,No
7/29/80,Male,2,Manufacturing Director,Research & Development,master,Life Sciences,7,7,5,7,5993,1,40,low,No,execellent,low,high,1,Divorced,1,execellent,rarely,No
4/25/80,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,8,8,7,7,3564,1,40,medium,Yes,execellent,low,low,1,Married,21,average,rarely,No
8/7/80,Male,3,Research Director,Research & Development,bachelor/engineer,Other,10,10,8,7,12185,3,40,medium,Yes,execellent,high,very high,1,Divorced,11,execellent,none,No
1/18/80,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,17,17,12,7,2115,0,40,very high,No,execellent,low,very high,1,Single,1,good,rarely,No
6/13/80,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,4,4,2,2,2326,3,40,medium,Yes,execellent,high,very high,1,Married,9,execellent,rarely,No
10/16/80,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,18,18,7,17,3034,1,40,very high,No,execellent,low,low,1,Divorced,14,execellent,rarely,No
8/7/80,Male,3,System Engineer,Engineer,master,Technical Degree,9,9,5,7,8834,1,40,low,No,execellent,none,medium,1,Divorced,9,outstanding,frequently,No
8/22/80,Male,3,Manufacturing Director,Research & Development,bachelor/engineer,Other,10,10,7,8,9434,1,40,high,No,execellent,low,high,1,Married,3,execellent,rarely,No
3/25/80,Male,3,System Engineer,Engineer,college,Technical Degree,10,10,0,9,7642,0,40,low,Yes,execellent,none,medium,1,Single,19,outstanding,rarely,No
4/7/80,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,14,14,8,11,6474,1,40,very high,No,execellent,low,very high,1,Married,1,good,rarely,No
7/8/80,Male,2,Research Scientist,Research & Development,bachelor/engineer,Medical,10,10,8,7,4285,0,40,low,No,execellent,low,very high,1,Married,13,average,rarely,No
9/28/80,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,8,8,4,7,3936,1,40,medium,No,execellent,low,medium,1,Married,10,average,rarely,No
3/14/80,Male,2,System Engineer,Engineer,master,Technical Degree,6,6,3,3,9525,2,40,high,No,execellent,high,very high,1,Divorced,1,execellent,rarely,No
11/6/80,Male,2,System Engineer,Engineer,college,Technical Degree,5,5,2,3,4189,2,40,medium,No,execellent,low,medium,1,Married,9,average,rarely,No
8/25/80,Male,2,Manufacturing Director,Research & Development,master,Medical,10,10,3,8,4213,0,40,very high,No,execellent,low,low,1,Single,10,good,frequently,Yes
6/25/80,Female,3,Research Director,Research & Development,bachelor/engineer,Life Sciences,16,16,11,8,13744,1,40,high,Yes,outstanding,low,very high,1,Married,10,average,rarely,No
10/24/79,Female,2,Laboratory Technician,Research & Development,doctor,Life Sciences,10,10,3,9,2406,0,40,very high,No,execellent,high,very high,1,Single,29,outstanding,rarely,No
5/12/79,Female,1,Laboratory Technician,Research & Development,college,Life Sciences,2,2,2,1,2288,0,40,high,No,execellent,low,very high,1,Single,9,execellent,rarely,No
12/29/79,Female,2,System Engineer,Engineer,college,Technical Degree,8,8,0,7,5605,1,40,low,Yes,outstanding,low,low,1,Divorced,7,execellent,rarely,No
11/29/79,Male,1,Laboratory Technician,Research & Development,college,Life Sciences,1,1,0,0,1702,1,40,very high,Yes,outstanding,high,very high,1,Married,2,execellent,rarely,No
9/7/79,Female,3,Research Director,Research & Development,bachelor/engineer,Technical Degree,15,15,12,11,13582,1,40,very high,No,execellent,low,low,1,Married,1,good,rarely,No
12/15/79,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,6,5,3,3,5666,0,40,high,Yes,execellent,none,very high,1,Single,10,good,none,No
9/6/79,Male,1,Human Resources,Staff,bachelor/engineer,Human Resources,7,7,6,0,2844,1,40,high,No,execellent,low,high,1,Married,1,outstanding,rarely,No
2/14/79,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,4,4,2,3,2610,3,40,very high,No,execellent,high,high,1,Divorced,7,outstanding,rarely,No
1/2/79,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,4,4,3,3,2440,0,40,very high,No,outstanding,high,medium,1,Single,2,good,rarely,No
10/7/79,Female,1,Laboratory Technician,Research & Development,college,Other,5,5,4,4,3702,1,40,very high,No,execellent,low,high,1,Married,6,good,rarely,No
8/25/79,Female,2,Research Scientist,Research & Development,bachelor/engineer,Medical,20,20,11,7,2133,1,40,very high,Yes,execellent,high,medium,1,Divorced,8,execellent,rarely,No
6/22/79,Female,2,System Engineer,Engineer,college,Technical Degree,10,10,7,9,5343,1,40,low,No,execellent,low,very high,1,Married,10,execellent,none,No
3/30/78,Male,4,Manager,Research & Development,highschool graduated,Medical,21,21,9,10,17068,0,40,high,Yes,execellent,low,low,1,Married,10,outstanding,rarely,No
9/2/78,Male,5,Manager,Research & Development,college,Medical,21,21,9,3,19272,1,40,high,No,execellent,high,very high,1,Married,7,average,rarely,No
12/18/78,Male,5,Manager,Research & Development,highschool graduated,Life Sciences,21,21,8,6,19197,1,40,medium,Yes,execellent,high,high,1,Divorced,1,execellent,rarely,No
5/23/78,Female,1,Laboratory Technician,Research & Development,highschool graduated,Life Sciences,8,8,3,7,3755,1,40,high,No,execellent,high,high,1,Married,8,average,rarely,No
11/19/78,Female,2,Healthcare Representative,Research & Development,master,Technical Degree,20,20,7,10,4553,0,40,very high,No,execellent,low,high,1,Single,2,average,frequently,No
11/3/78,Female,4,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,21,21,6,8,12742,1,40,very high,No,execellent,low,very high,1,Married,1,execellent,rarely,No
8/15/78,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Medical,21,21,6,8,10880,0,40,very high,Yes,execellent,high,low,1,Single,22,execellent,rarely,No
12/19/78,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,9,9,8,8,6472,1,40,very high,Yes,execellent,none,very high,1,Married,1,outstanding,rarely,No
9/23/78,Male,2,Manufacturing Director,Research & Development,college,Medical,10,10,0,9,5151,1,40,low,No,outstanding,low,low,1,Married,9,outstanding,rarely,No
4/2/77,Male,4,Healthcare Representative,Research & Development,master,Life Sciences,22,22,3,11,13503,1,40,high,No,outstanding,high,medium,1,Married,1,outstanding,rarely,No
4/13/77,Female,2,Research Scientist,Research & Development,bachelor/engineer,Medical,20,20,7,13,5605,1,40,medium,No,execellent,high,medium,1,Divorced,26,average,rarely,No
10/3/77,Female,5,Manager,Research & Development,highschool graduated,Medical,21,20,8,9,19033,1,40,very high,No,execellent,low,high,1,Married,4,good,rarely,No
11/14/77,Male,2,Research Scientist,Research & Development,college,Technical Degree,9,9,8,7,3319,2,40,low,No,execellent,low,very high,1,Divorced,24,average,rarely,No
9/5/77,Female,2,Healthcare Representative,Research & Development,college,Medical,8,8,7,7,4244,1,40,high,No,outstanding,high,medium,1,Married,2,outstanding,rarely,No
12/17/77,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,8,7,7,5,8396,1,40,high,No,execellent,low,low,1,Married,26,good,rarely,No
11/29/77,Male,5,Research Director,Research & Development,bachelor/engineer,Medical,21,20,7,9,19626,0,40,high,No,execellent,low,high,1,Single,14,average,rarely,No
11/22/77,Male,2,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,9,9,8,8,4661,0,40,high,No,execellent,low,very high,1,Single,2,execellent,frequently,No
5/29/77,Male,4,Manager,Staff,college,Medical,21,21,7,7,16437,0,40,high,Yes,outstanding,low,very high,1,Single,6,outstanding,rarely,No
10/8/77,Female,2,System Engineer,Engineer,college,Technical Degree,5,5,4,2,4639,1,40,very high,No,execellent,low,low,1,Married,14,execellent,rarely,No
7/31/77,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,18,18,15,12,10435,2,40,low,No,execellent,low,high,1,Married,15,outstanding,rarely,No
12/4/77,Male,5,Manager,Engineer,master,Technical Degree,21,21,8,8,19833,0,40,medium,No,execellent,low,medium,1,Single,7,good,rarely,No
4/26/77,Female,2,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,10,10,9,4,6323,1,40,very high,No,execellent,high,high,1,Married,11,average,rarely,No
4/18/76,Female,5,Research Director,Research & Development,bachelor/engineer,Technical Degree,23,22,15,8,19545,0,40,medium,No,execellent,low,high,1,Married,12,outstanding,none,Yes
7/14/76,Female,1,Data Engineer,Engineer,college,Technical Degree,4,4,3,2,3140,0,40,medium,Yes,outstanding,low,medium,1,Single,20,outstanding,frequently,Yes
10/19/76,Male,4,Manager,Engineer,master,Technical Degree,22,22,10,4,16015,0,40,very high,No,execellent,low,medium,1,Single,2,good,rarely,No
6/11/76,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,8,8,7,7,9355,0,40,low,No,execellent,high,medium,1,Single,4,execellent,frequently,Yes
3/21/76,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,7,8392,1,40,medium,No,execellent,low,low,1,Married,1,execellent,rarely,No
12/18/76,Male,5,Manager,Staff,bachelor/engineer,Human Resources,22,22,7,10,19189,1,40,very high,No,execellent,low,high,1,Married,1,good,rarely,No
10/23/76,Female,5,Research Director,Research & Development,highschool graduated,Life Sciences,21,21,16,10,19973,2,40,medium,No,outstanding,none,high,1,Divorced,7,good,rarely,No
6/28/76,Female,1,Research Scientist,Research & Development,college,Technical Degree,10,10,6,8,3376,0,40,medium,No,execellent,low,high,1,Married,7,execellent,rarely,No
9/18/76,Male,2,System Engineer,Engineer,college,Technical Degree,19,19,2,9,6151,0,40,high,No,execellent,none,medium,1,Single,10,average,frequently,No
12/29/76,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,8,7,9241,0,40,very high,No,execellent,low,high,1,Single,6,good,rarely,No
11/4/76,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,5,5,3,4,2289,2,40,high,No,outstanding,low,low,1,Divorced,9,good,rarely,No
10/14/75,Male,5,Manager,Research & Development,college,Technical Degree,22,22,17,15,19232,0,40,high,No,execellent,low,very high,1,Married,4,outstanding,rarely,No
10/27/75,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,20,20,16,6,4907,0,40,medium,No,outstanding,low,high,1,Married,1,execellent,rarely,No
7/25/75,Male,3,Manufacturing Director,Research & Development,bachelor/engineer,Medical,10,10,9,8,7406,1,40,very high,Yes,outstanding,low,low,1,Married,24,outstanding,frequently,No
3/8/75,Female,2,Healthcare Representative,Research & Development,master,Life Sciences,10,10,2,2,4089,2,40,high,No,execellent,low,very high,1,Married,2,good,frequently,No
8/22/75,Male,5,Manager,Research & Development,bachelor/engineer,Life Sciences,24,24,7,9,18430,1,40,medium,No,execellent,high,very high,1,Divorced,8,good,frequently,No
